Zone Timestep,THERMAL ZONE 1:Zone Mean Air Temperature[C],THERMAL ZONE 2:Zone Mean Air Temperature[C],THERMAL ZONE 3:Zone Mean Air Temperature[C]
2006-Jan-02 23:50:00,23.398177327609982,23.433536529641525,23.026351519650635
2006-Jan-03 00:00:00,23.346836247367268,23.36283094818619,22.962734694468736
2006-Jan-03 00:10:00,23.294553939095103,23.291424248891172,22.89351954768519
2006-Jan-03 00:20:00,23.24128980234473,23.219288800535505,22.81712139445781
2006-Jan-03 00:30:00,23.186982451531474,23.146380630425625,22.73674294108108
2006-Jan-03 00:40:00,23.131525413738036,23.072608694078443,22.655516114424405
2006-Jan-03 00:50:00,23.07473799053887,22.997798820448708,22.57456608600466
2006-Jan-03 01:00:00,23.016334667570177,22.921648267584455,22.493634555745018
2006-Jan-03 01:10:00,22.955883246270975,22.84278551148686,22.421220463888304
2006-Jan-03 01:20:00,22.89262832187188,22.764890449223632,22.3572092977369
2006-Jan-03 01:30:00,22.82433354529835,22.68797079627755,22.29671878846901
2006-Jan-03 01:40:00,22.752721082230664,22.610452549584238,22.235955579439246
2006-Jan-03 01:50:00,22.683090265093956,22.531273319031147,22.173724830980927
2006-Jan-03 02:00:00,22.615881122815047,22.450251572875388,22.110247482479807
2006-Jan-03 02:10:00,22.54920693298953,22.367574952581005,22.046324468856422
2006-Jan-03 02:20:00,22.48171440037619,22.283397000794086,21.98204489537539
2006-Jan-03 02:30:00,22.413193939224684,22.197780824690213,21.91716439132146
2006-Jan-03 02:40:00,22.343931110376833,22.110786440254447,21.85155775467415
2006-Jan-03 02:50:00,22.274144906802672,22.022521610747667,21.78535269087113
2006-Jan-03 03:00:00,22.20388941537643,21.93313079415027,21.718353631858115
2006-Jan-03 03:10:00,22.13317265210029,21.84276777915625,21.651044057631413
2006-Jan-03 03:20:00,22.062038855944138,21.75157895724704,21.58366922502388
2006-Jan-03 03:30:00,21.990568322317404,21.65970193431859,21.515736052575992
